200000013,2018-09-11 14:00:01,C/OUT
200000013,2018-09-12 14:00:18,OT IN
200000013,2018-09-15 14:00:04,C/OUT
200000028,2018-09-11 08:09:35,C/OUT
200000028,2018-09-14 08:09:02,C/OUT
200000028,2018-09-15 08:08:37,C/OUT
200000034,2018-09-11 14:00:21,C/OUT
200000034,2018-09-12 14:01:21,OT IN
200000034,2018-09-12 14:01:31,C/OUT
200000034,2018-09-13 14:01:40,C/OUT
200000034,2018-09-14 14:00:04,C/OUT
200000043,2018-08-02 00:17:59,OT IN
200000043,2018-08-02 00:32:15,C/OUT
200000043,2018-08-02 03:01:38,OT IN
200000043,2018-08-02 05:16:48,OT IN
200000043,2018-08-02 07:09:58,C/OUT
200000043,2018-08-03 00:31:39,OT IN
200000043,2018-08-03 03:03:11,OT IN
200000043,2018-08-03 05:16:56,OT IN
200000043,2018-08-03 07:12:08,C/OUT
200000043,2018-08-06 00:16:17,OT IN
200000043,2018-08-06 03:15:42,OT IN
200000043,2018-08-06 05:31:06,OT IN
200000043,2018-08-06 07:02:15,C/OUT
200000043,2018-08-07 00:17:41,OT IN
200000043,2018-08-07 03:04:23,OT IN
200000043,2018-08-07 05:17:04,OT IN
200000043,2018-08-07 07:06:36,C/OUT
200000043,2018-08-08 00:15:42,OT IN
200000043,2018-08-08 03:01:08,OT IN
200000043,2018-08-08 05:15:43,OT IN
200000043,2018-08-08 07:07:43,C/OUT
200000043,2018-08-09 00:17:08,OT IN
200000043,2018-08-09 03:05:47,OT IN
200000043,2018-08-09 05:16:10,OT IN
200000043,2018-08-09 07:15:06,C/OUT
200000043,2018-08-10 00:15:49,OT IN
200000043,2018-08-10 03:03:42,OT IN
200000043,2018-08-10 05:31:01,OT IN
200000043,2018-08-10 07:13:37,C/OUT
200000043,2018-08-14 00:15:27,OT IN
200000043,2018-08-14 03:05:27,OT IN
200000043,2018-08-14 03:05:28,OT IN
200000043,2018-08-14 05:33:35,OT IN
200000043,2018-08-14 07:03:02,C/OUT
200000043,2018-08-15 00:16:33,OT IN
200000043,2018-08-15 03:03:07,OT IN
200000043,2018-08-15 05:19:33,OT IN
200000043,2018-08-15 07:04:42,C/OUT
200000043,2018-08-16 00:17:47,OT IN
200000043,2018-08-16 03:02:34,OT IN
200000043,2018-08-16 05:18:36,OT IN
200000043,2018-08-16 07:09:22,C/OUT
200000043,2018-08-17 03:06:10,OT IN
200000043,2018-08-17 05:17:51,OT IN
200000043,2018-08-17 07:39:43,C/OUT
200000043,2018-08-20 00:15:49,OT IN
200000043,2018-08-20 03:02:45,OT IN
200000043,2018-08-20 05:17:13,OT IN
200000043,2018-08-20 07:03:05,C/OUT
200000043,2018-08-21 00:18:56,OT IN
200000043,2018-08-21 03:09:27,OT IN
200000043,2018-08-21 05:15:11,OT IN
200000043,2018-08-21 07:13:28,C/OUT
200000043,2018-08-22 00:18:21,OT IN
200000043,2018-08-22 03:02:33,OT IN
200000043,2018-08-22 05:17:58,OT IN
200000043,2018-08-22 07:05:11,C/OUT
200000043,2018-08-23 00:16:02,OT IN
200000043,2018-08-23 03:01:50,OT IN
200000043,2018-08-23 05:17:10,OT IN
200000043,2018-08-23 07:08:43,C/OUT
200000043,2018-08-24 00:17:11,OT IN
200000043,2018-08-24 04:09:25,OT IN
200000043,2018-08-24 06:25:10,OT IN
200000043,2018-08-24 07:14:11,C/OUT
200000043,2018-08-27 00:17:17,OT IN
200000043,2018-08-27 03:03:51,OT IN
200000043,2018-08-27 05:15:35,OT IN
200000043,2018-08-27 07:03:16,C/OUT
200000043,2018-08-28 00:16:45,OT IN
200000043,2018-08-28 03:13:50,OT IN
200000043,2018-08-28 05:27:39,OT IN
200000043,2018-08-28 07:13:28,C/OUT
200000043,2018-08-29 00:19:01,OT IN
200000043,2018-08-29 03:01:52,OT IN
200000043,2018-08-29 05:16:22,OT IN
200000043,2018-08-29 07:03:17,C/OUT
200000043,2018-08-30 00:15:45,OT IN
200000043,2018-08-30 05:26:34,OT IN
200000043,2018-08-30 07:03:50,C/OUT
200000043,2018-08-31 00:17:23,OT IN
200000043,2018-08-31 05:17:08,OT IN
200000043,2018-08-31 07:08:07,C/OUT
200000043,2018-09-03 00:19:08,OT IN
200000043,2018-09-03 03:01:15,OT IN
200000043,2018-09-03 05:31:56,OT IN
200000043,2018-09-03 10:02:58,C/OUT
200000043,2018-09-04 00:17:57,OT IN
200000043,2018-09-04 03:02:17,OT IN
200000043,2018-09-04 05:17:26,OT IN
200000043,2018-09-04 07:18:31,C/OUT
200000043,2018-09-05 00:17:22,OT IN
200000043,2018-09-05 03:02:20,OT IN
200000043,2018-09-05 05:15:55,OT IN
200000043,2018-09-05 07:01:34,C/OUT
200000043,2018-09-06 00:16:22,OT IN
200000043,2018-09-06 03:03:07,OT IN
200000043,2018-09-06 05:16:07,OT IN
200000043,2018-09-06 07:09:23,C/OUT
200000043,2018-09-07 00:19:58,OT IN
200000043,2018-09-07 03:11:59,OT IN
200000043,2018-09-07 05:19:11,OT IN
200000043,2018-09-07 07:16:31,C/OUT
200000043,2018-09-10 00:16:11,OT IN
200000043,2018-09-10 03:01:45,OT IN
200000043,2018-09-10 05:06:38,OT IN
200000043,2018-09-11 00:16:49,OT IN
200000043,2018-09-11 03:01:13,OT IN
200000043,2018-09-11 10:02:27,C/OUT
200000043,2018-09-12 00:17:03,OT IN
200000043,2018-09-12 03:01:55,OT IN
200000043,2018-09-12 05:18:05,OT IN
200000043,2018-09-12 10:01:31,C/OUT
200000043,2018-09-13 00:18:09,OT IN
200000043,2018-09-13 03:00:09,OT IN
200000043,2018-09-13 05:15:19,OT IN
200000043,2018-09-13 07:17:06,C/OUT
200000043,2018-09-14 00:15:53,OT IN
200000043,2018-09-14 03:00:10,OT IN
200000043,2018-09-14 05:16:02,OT IN
200000043,2018-09-14 07:05:46,C/OUT
200000047,2018-08-13 06:52:01,OT IN
200000047,2018-08-13 09:04:52,OT IN
200000047,2018-08-13 11:04:29,OT IN
200000047,2018-08-13 14:04:09,OT IN
200000047,2018-08-13 16:07:59,C/OUT
200000047,2018-08-14 09:07:44,OT IN
200000047,2018-08-14 11:02:45,OT IN
200000047,2018-08-14 16:06:07,C/OUT
200000047,2018-08-15 09:06:17,OT IN
200000047,2018-08-15 11:12:11,OT IN
200000047,2018-08-15 14:04:30,OT IN
200000047,2018-08-15 16:08:27,C/OUT
200000047,2018-08-16 09:02:56,OT IN
200000047,2018-08-16 11:08:53,OT IN
200000047,2018-08-16 14:04:40,OT IN
200000047,2018-08-16 16:07:50,C/OUT
200000047,2018-08-17 09:05:28,OT IN
200000047,2018-08-17 11:11:23,OT IN
200000047,2018-08-17 14:03:18,OT IN
200000047,2018-08-17 16:06:41,OT IN
200000047,2018-08-17 16:06:52,C/OUT
200000047,2018-08-20 09:01:54,OT IN
200000047,2018-08-20 11:02:03,OT IN
200000047,2018-08-20 14:00:00,OT IN
200000047,2018-08-20 16:06:44,C/OUT
200000047,2018-08-21 09:07:09,OT IN
200000047,2018-08-21 11:06:45,OT IN
200000047,2018-08-21 14:23:18,OT IN
200000047,2018-08-21 16:25:05,C/OUT
200000047,2018-08-22 09:01:00,OT IN
200000047,2018-08-22 11:03:23,OT IN
200000047,2018-08-22 14:00:45,OT IN
200000047,2018-08-22 16:13:03,C/OUT
200000047,2018-08-23 09:06:18,OT IN
200000047,2018-08-23 14:02:30,OT IN
200000047,2018-08-23 16:02:17,C/OUT
200000047,2018-08-24 09:03:41,OT IN
200000047,2018-08-24 11:05:59,OT IN
200000047,2018-08-24 16:09:43,C/OUT
200000047,2018-08-27 09:01:37,OT IN
200000047,2018-08-27 11:04:19,OT IN
200000047,2018-08-27 14:10:59,OT IN
200000047,2018-08-27 16:28:01,C/OUT
200000047,2018-08-28 09:12:43,OT IN
200000047,2018-08-28 11:09:57,OT IN
200000047,2018-08-28 14:01:10,OT IN
200000047,2018-08-28 16:02:31,C/OUT
