200000016,2018-10-09 05:44:34,C/IN
200000016,2018-10-10 06:33:34,C/IN
200000016,2018-10-11 06:30:26,C/IN
200000030,2018-10-09 05:23:57,C/IN
200000030,2018-10-10 05:32:50,C/IN
200000030,2018-10-11 05:37:10,C/IN
200000033,2018-10-09 22:13:04,C/IN
200000033,2018-10-10 22:31:53,C/IN
200000041,2018-10-09 06:38:40,C/IN
200000041,2018-10-10 06:28:05,C/IN
200000041,2018-10-11 06:23:29,C/IN
200000049,2018-10-09 13:15:50,C/IN
200000049,2018-10-10 13:34:11,C/IN
200000056,2018-10-09 08:09:11,C/IN
200000056,2018-10-10 07:47:10,C/IN
200000080,2018-10-09 08:58:48,C/IN
200000080,2018-10-10 09:09:45,C/IN
200000093,2018-10-09 06:58:17,C/IN
200000093,2018-10-10 06:57:12,C/IN
200000093,2018-10-11 06:53:12,C/IN
200000095,2018-10-09 06:49:07,C/IN
200000095,2018-10-11 06:25:43,C/IN
200000108,2018-10-10 06:23:54,C/IN
200000108,2018-10-11 06:25:03,C/IN
200000108,2018-10-11 06:33:19,C/IN
200000144,2018-10-11 06:52:47,C/IN
200000242,2018-10-11 06:49:49,C/IN
200000279,2018-10-11 06:35:03,C/IN
200000279,2018-10-11 06:39:21,C/IN
200000285,2018-10-11 06:25:29,C/IN
200000336,2018-10-09 07:21:22,C/IN
200000336,2018-10-10 07:24:05,C/IN
200000353,2018-10-09 07:35:07,C/IN
200000353,2018-10-11 07:07:55,C/IN
200000385,2018-10-09 06:59:39,C/IN
200000385,2018-10-10 06:49:24,C/IN
200000385,2018-10-11 06:46:36,C/IN
200000459,2018-10-09 10:00:56,C/IN
200000459,2018-10-10 10:01:06,C/IN
200000514,2018-10-09 05:36:06,C/IN
200000514,2018-10-10 05:36:31,C/IN
200000514,2018-10-11 05:43:09,C/IN
200000569,2018-10-09 05:09:39,C/IN
200000569,2018-10-10 05:04:51,C/IN
200000569,2018-10-11 05:06:48,C/IN
200000603,2018-10-09 07:08:25,C/IN
200000603,2018-10-10 06:41:12,C/IN
200000616,2018-10-09 06:56:41,C/IN
200000616,2018-10-10 06:31:10,C/IN
200000616,2018-10-11 06:43:02,C/IN
200000639,2018-10-09 12:50:45,C/IN
200000730,2018-10-11 05:50:56,C/IN
200000785,2018-10-09 06:27:26,C/IN
200000801,2018-10-09 07:02:02,C/IN
200000801,2018-10-10 06:43:36,C/IN
200000801,2018-10-11 06:42:55,C/IN
200000854,2018-10-10 21:16:42,C/IN
200000875,2018-10-09 06:31:55,C/IN
200000875,2018-10-10 06:26:37,C/IN
200000875,2018-10-11 06:33:14,C/IN
200001123,2018-10-09 08:40:19,C/IN
200001123,2018-10-10 08:23:41,C/IN
200001170,2018-10-09 06:37:44,C/IN
200001170,2018-10-10 06:35:27,C/IN
200001170,2018-10-11 06:24:58,C/IN
200001190,2018-10-09 09:47:34,C/IN
200001190,2018-10-10 09:00:13,C/IN
200001191,2018-10-09 08:37:21,C/IN
200001191,2018-10-10 08:54:45,C/IN
200001191,2018-10-11 07:10:28,C/IN
200001211,2018-10-09 06:42:29,C/IN
200001211,2018-10-10 06:34:31,C/IN
200001211,2018-10-11 06:54:02,C/IN
200001332,2018-10-09 05:51:44,C/IN
200001332,2018-10-10 05:56:19,C/IN
200001332,2018-10-11 05:52:46,C/IN
200001349,2018-10-09 07:51:43,C/IN
200001349,2018-10-10 07:51:04,C/IN
200001507,2018-10-09 05:41:36,C/IN
200001603,2018-10-09 05:33:23,C/IN
200001603,2018-10-10 05:34:25,C/IN
200001603,2018-10-11 06:06:48,C/IN
200001604,2018-10-09 06:17:17,C/IN
200001604,2018-10-10 06:12:49,C/IN
200001604,2018-10-11 06:27:07,C/IN
200001652,2018-10-10 06:06:18,C/IN
200001652,2018-10-11 06:01:06,C/IN
200001652,2018-10-11 06:01:11,C/IN
200000016,2018-10-09 15:30:38,C/OUT
200000016,2018-10-10 15:33:34,C/OUT
200000030,2018-10-09 15:00:49,C/OUT
200000030,2018-10-10 15:00:48,C/OUT
200000033,2018-10-09 00:59:38,C/OUT
200000033,2018-10-09 00:59:44,OT OUT
200000033,2018-10-09 01:14:27,OT IN
200000033,2018-10-09 08:02:18,C/OUT
200000033,2018-10-10 02:55:48,OT OUT
200000033,2018-10-10 03:06:52,OT IN
200000033,2018-10-10 08:02:07,C/OUT
200000041,2018-10-09 18:09:59,C/OUT
200000041,2018-10-10 18:43:45,C/OUT
200000049,2018-10-09 23:02:03,C/OUT
200000049,2018-10-10 20:38:24,OT OUT
200000049,2018-10-10 21:23:44,OT IN
200000049,2018-10-10 21:23:45,OT IN
200000049,2018-10-10 23:00:55,C/OUT
200000056,2018-10-09 13:04:52,OT OUT
200000056,2018-10-09 18:00:41,C/OUT
200000056,2018-10-10 12:24:29,OT OUT
200000056,2018-10-10 18:00:01,C/OUT
200000080,2018-10-09 18:02:04,C/OUT
200000080,2018-10-10 18:30:30,C/OUT
200000093,2018-10-09 09:00:01,OT OUT
200000093,2018-10-09 09:14:45,OT IN
200000093,2018-10-09 11:04:46,OT OUT
200000093,2018-10-09 11:34:00,OT IN
200000093,2018-10-09 14:01:54,OT OUT
200000093,2018-10-09 14:14:19,OT IN
200000093,2018-10-09 16:00:01,C/OUT
200000093,2018-10-10 09:01:19,OT OUT
200000093,2018-10-10 09:13:56,OT IN
200000093,2018-10-10 11:07:29,OT OUT
200000093,2018-10-10 11:40:29,OT IN
200000093,2018-10-10 14:05:12,OT OUT
200000093,2018-10-10 14:10:01,OT IN
200000093,2018-10-10 16:00:01,C/OUT
200000095,2018-10-09 16:09:56,C/OUT
200000108,2018-10-10 13:22:03,OT OUT
200000108,2018-10-10 13:51:26,OT IN
200000108,2018-10-10 16:01:07,C/OUT
200000144,2018-10-09 16:36:10,C/OUT
200000144,2018-10-10 15:54:55,C/OUT
200000156,2018-10-11 02:00:22,OT OUT
200000156,2018-10-11 02:51:44,OT IN
200000156,2018-10-11 04:01:14,C/OUT
200000242,2018-10-09 12:23:44,OT OUT
200000242,2018-10-09 13:30:54,OT IN
200000242,2018-10-09 16:01:13,C/OUT
200000242,2018-10-10 12:30:53,OT OUT
200000242,2018-10-10 13:44:33,OT IN
200000242,2018-10-10 16:20:24,C/OUT
200000279,2018-10-09 16:00:16,C/OUT
200000279,2018-10-10 16:00:13,C/OUT
200000285,2018-10-09 15:30:29,C/OUT
200000285,2018-10-10 15:31:09,C/OUT
200000316,2018-10-10 17:47:50,C/OUT
200000336,2018-10-09 17:01:24,C/OUT
200000336,2018-10-10 17:45:40,C/OUT
200000353,2018-10-09 18:01:23,C/OUT
200000385,2018-10-09 16:57:19,C/OUT
200000385,2018-10-10 17:20:39,C/OUT
200000458,2018-10-09 00:01:10,C/OUT
200000459,2018-10-09 19:13:22,C/OUT
200000459,2018-10-10 19:10:36,C/OUT
200000514,2018-10-09 15:01:00,C/OUT
200000514,2018-10-10 15:01:00,C/OUT
200000569,2018-10-09 15:01:11,C/OUT
200000569,2018-10-10 15:02:13,C/OUT
200000603,2018-10-09 16:01:53,C/OUT
200000603,2018-10-10 16:07:55,C/OUT
200000616,2018-10-09 16:44:35,C/OUT
200000616,2018-10-10 16:54:51,C/OUT
200000639,2018-10-09 22:00:19,C/OUT
200000785,2018-10-09 10:40:32,OT OUT
200000785,2018-10-09 13:10:51,OT OUT
200000785,2018-10-09 13:52:29,OT IN
200000785,2018-10-09 17:37:38,C/OUT
200000801,2018-10-09 09:00:55,OT OUT
200000801,2018-10-09 09:12:48,OT IN
200000801,2018-10-09 11:01:58,OT OUT
200000801,2018-10-09 11:50:33,OT IN
200000801,2018-10-09 14:01:22,OT OUT
200000801,2018-10-09 14:15:31,OT IN
200000801,2018-10-09 16:00:10,C/OUT
200000801,2018-10-10 09:01:23,OT OUT
200000801,2018-10-10 09:06:13,OT IN
200000801,2018-10-10 11:02:24,OT OUT
200000801,2018-10-10 11:53:27,OT IN
200000801,2018-10-10 14:02:58,OT OUT
200000801,2018-10-10 14:08:37,OT IN
200000801,2018-10-10 16:00:10,C/OUT
200000854,2018-10-11 01:43:10,OT OUT
200000854,2018-10-11 02:02:11,OT IN
200000854,2018-10-11 06:30:14,C/OUT
200000875,2018-10-09 09:02:21,OT OUT
200000875,2018-10-09 09:09:44,OT IN
200000875,2018-10-09 11:03:44,OT OUT
200000875,2018-10-09 11:50:28,OT IN
200000875,2018-10-09 14:01:45,OT OUT
200000875,2018-10-09 14:13:01,OT IN
200000875,2018-10-09 16:00:05,C/OUT
200000875,2018-10-10 09:01:51,OT OUT
200000875,2018-10-10 09:12:08,OT IN
200000875,2018-10-10 11:04:49,OT OUT
200000875,2018-10-10 11:53:21,OT IN
200000875,2018-10-10 14:02:52,OT OUT
200000875,2018-10-10 14:11:31,OT IN
200000875,2018-10-10 16:00:05,C/OUT
200001123,2018-10-09 13:54:47,OT OUT
200001123,2018-10-09 18:26:43,C/OUT
200001123,2018-10-10 16:00:25,OT OUT
200001123,2018-10-10 20:07:24,C/OUT
200001170,2018-10-09 09:00:15,OT OUT
200001170,2018-10-09 09:09:46,OT IN
200001170,2018-10-09 11:01:53,OT OUT
200001170,2018-10-09 11:50:25,OT IN
200001170,2018-10-09 14:01:16,OT OUT
200001170,2018-10-09 14:12:59,OT IN
200001170,2018-10-09 16:00:08,C/OUT
200001170,2018-10-10 09:00:39,OT OUT
200001170,2018-10-10 09:12:13,OT IN
200001170,2018-10-10 11:01:29,OT OUT
200001170,2018-10-10 11:53:23,OT IN
200001170,2018-10-10 14:01:39,OT OUT
200001170,2018-10-10 14:11:34,OT IN
200001170,2018-10-10 16:00:08,C/OUT
200001190,2018-10-09 19:19:20,C/OUT
200001190,2018-10-10 12:30:48,OT OUT
200001190,2018-10-10 13:44:29,OT IN
200001190,2018-10-10 20:07:22,C/OUT
200001191,2018-10-09 12:23:27,OT OUT
200001191,2018-10-09 18:06:44,C/OUT
200001191,2018-10-10 12:30:47,OT OUT
200001191,2018-10-10 13:57:40,OT IN
200001191,2018-10-10 18:17:26,C/OUT
200001211,2018-10-09 16:00:13,C/OUT
200001211,2018-10-10 16:00:15,C/OUT
200001332,2018-10-09 15:01:05,C/OUT
200001332,2018-10-10 15:00:56,C/OUT
200001349,2018-10-09 17:03:54,C/OUT
200001349,2018-10-10 17:10:27,C/OUT
200001507,2018-10-09 15:00:55,C/OUT
200001603,2018-10-09 09:03:58,OT OUT
200001603,2018-10-09 09:11:32,OT IN
200001603,2018-10-09 11:02:53,OT OUT
200001603,2018-10-09 11:40:47,OT IN
200001603,2018-10-09 14:02:14,OT OUT
200001603,2018-10-09 14:13:55,OT IN
200001603,2018-10-09 16:05:33,C/OUT
200001603,2018-10-10 09:00:02,OT OUT
200001603,2018-10-10 09:10:08,OT IN
200001603,2018-10-10 11:00:42,OT OUT
200001603,2018-10-10 11:41:27,OT IN
200001603,2018-10-10 14:00:45,OT OUT
200001603,2018-10-10 14:08:47,OT IN
200001603,2018-10-10 16:03:35,C/OUT
200001604,2018-10-09 09:00:37,OT OUT
200001604,2018-10-09 09:10:07,OT IN
200001604,2018-10-09 11:02:49,OT OUT
200001604,2018-10-09 11:49:59,OT IN
200001604,2018-10-09 14:02:22,OT OUT
200001604,2018-10-09 14:09:34,OT OUT
200001604,2018-10-09 14:13:26,OT IN
200001604,2018-10-09 16:20:34,C/OUT
200001604,2018-10-10 09:00:06,OT OUT
200001604,2018-10-10 09:12:21,OT IN
200001604,2018-10-10 11:07:20,OT OUT
200001604,2018-10-10 11:46:53,OT IN
200001604,2018-10-10 14:07:27,OT OUT
200001604,2018-10-10 14:11:38,OT IN
200001604,2018-10-10 16:03:31,C/OUT
200001652,2018-10-09 15:30:35,C/OUT
200001652,2018-10-10 15:31:18,C/OUT
