1667,0.45
5,5.64
6,18.58
12,6.26
1097,4.45
1800,6.26
1365,13.97
15,30
1215,2.96
19,3.85
22,11.75
23,3.9
1472,4.58
25,15.1
1662,9.48
1546,5.13
33,10.1
1810,5.42
1685,8.32
1540,10.98
36,20.89
829,3.78
1821,5
1585,12.14
1888,5
39,15.77
1595,11.65
40,1.71
44,5.35
45,26.44
1775,8.78
1643,7.98
50,15.86
51,15.24
52,0.74
908,1.59
54,3.02
56,0.55
58,15.6
61,5.08
1598,9.65
62,2.21
63,15.82
1661,12.98
1510,5.85
1372,8.47
64,27.4
66,7.82
68,14.26
71,9.9
1742,6.89
72,12.35
77,1.82
1617,9.98
80,0.72
83,17.4
1556,8.28
1056,4.35
86,4.74
1367,14.47
89,12.4
90,0.73
94,4.03
1815,5
96,18.1
1769,7.59
103,15.1
1228,4.59
902,4.55
1600,12.65
113,18.86
115,1.61
117,16.55
1608,0.71
1515,4.28
1398,14.05
1113,6.82
133,4.55
134,4.88
1618,0.98
136,2
968,6.28
1641,12.14
1745,0.92
146,9.58
147,13.8
148,14.22
149,4.64
150,11.26
152,3.73
156,3.5
157,10.86
160,11.95
1719,7.62
163,11.46
166,6.68
167,14.53
1516,4.28
169,3.32
170,17.86
171,4.74
176,10.1
178,4.57
180,14.22
181,22.86
187,15.46
188,1.53
191,2.6
1152,5.15
196,4.84
1519,3.97
1629,9.95
1092,2.45
200,2.28
202,9.24
203,4.29
206,1.74
208,29
211,4.54
214,2.67
215,5.72
216,2.54
218,19.22
1057,1.6
220,0.82
221,16.96
222,8.59
224,20.58
225,30
226,15.3
227,1.48
1801,6.26
228,17.92
230,16.1
231,12.78
232,2.73
236,4.71
238,18.3
239,2.59
240,4.75
248,4.64
249,1.08
1050,2.26
250,1.83
1720,3.62
255,5.78
256,1.78
258,14.61
259,1.49
1602,12.65
1107,4.47
260,8.41
261,11.58
262,3.39
264,8.74
1506,1.34
1051,4.26
271,15.61
273,11.08
1371,13.47
278,0.66
1793,4.72
1496,10.34
282,29.22
1586,6.95
286,1.86
288,15.1
290,19.58
294,9.61
295,2.71
1683,2.82
298,4.56
299,1.58
300,1.78
1502,9.66
1794,7.94
1081,4.47
303,22.7
304,6.76
305,30
306,11.49
1082,1.47
307,15.59
308,16.9
310,11.34
1802,6.26
318,5.1
320,12.22
321,19.09
1824,5
1523,2.09
325,14.38
1811,5.42
1631,7.95
330,13.82
331,6.04
334,13.3
1089,1.34
1743,1.39
335,6.25
336,20.68
867,5.4
340,21.14
341,19.14
1558,9.28
1109,3.87
348,4.74
350,26.74
1672,10.16
1822,5
351,11.82
1582,4.55
360,4.9
361,13.78
1650,5.46
367,2.22
965,6.19
385,29.19
887,10.43
389,0.65
390,19.18
394,2.62
1287,15.26
395,4.99
1679,8.66
396,30
397,17.86
400,12.46
403,7.58
1083,4.62
408,6.71
1740,2.12
411,5.89
412,4.81
415,18.93
1478,7.82
418,13.58
421,1.98
422,2.58
1619,3.98
424,7.52
425,2.1
426,17.46
427,12.75
1632,1.95
428,5.94
430,13.92
431,1.71
434,1.2
435,3.4
1633,6.95
439,3.71
442,15.1
1722,9.62
443,8.66
1091,11.45
447,26.7
449,7.74
1517,7.28
1104,1.37
460,11.23
464,17.9
1774,7.78
469,12.78
471,2.42
473,15.42
1652,1.46
476,18.9
1347,0.55
477,16.74
479,18.74
480,0.7
481,22.14
483,5.56
485,2.08
487,1.3
491,2.3
1620,7.98
1803,6.26
1804,6.26
1642,11
1374,4.95
495,4.74
1792,8.78
1603,9.65
1375,5.61
501,11.94
1621,0.98
502,6.08
1721,8.62
504,4.65
508,21.7
1663,10.98
511,1.7
514,3.4
520,15.6
522,7.71
891,13.05
525,8.23
529,9.92
531,20.58
534,21.18
1638,9.84
537,2.24
1639,0.84
540,12.5
1095,10.45
549,13.17
550,2.47
551,5.9
552,10.78
553,18.6
555,11.09
558,7.66
1818,5
562,1.24
563,29.42
564,16.66
1099,11.72
568,12.78
1084,4.62
1665,11.65
573,6.26
578,7.5
1644,9.84
580,15.34
1611,11.32
1616,2.03
1624,6.98
1717,4.46
586,11.38
588,30
1666,11.15
591,1.08
594,3.06
1625,9.98
1551,5.13
1673,10.16
960,9.05
602,10.62
603,13.66
1772,1.09
605,4.58
606,5.22
607,12.1
1747,2.92
609,1.26
611,14.92
613,13.51
1154,10.34
617,0.16
618,14.24
619,0.72
879,14.36
625,9.08
1098,8.45
1529,12.15
1543,12.98
628,11.9
1560,11.28
1518,4.28
636,1.66
1626,8.98
638,14.53
641,12.18
1562,4.28
1158,4.34
645,10.54
647,7.1
1703,10.57
1812,5.42
1748,7.92
649,2.54
650,23.98
1744,7.89
651,3.02
1648,6.46
1563,12.28
658,20.82
1369,15.47
1658,8.84
663,15.29
666,22.7
667,9.97
672,21.22
673,4.64
674,14.2
1627,6.98
679,11.33
1813,5.42
681,2.23
1814,5.42
684,5.06
849,1.17
685,20.5
904,2.03
689,21.22
690,1.08
692,25.7
694,9.9
695,16.21
697,9.9
699,1.3
700,2.16
701,4.91
702,4.74
705,19.61
1606,12.65
1686,2.46
715,1.53
716,12.58
724,21.76
1087,2.13
1669,6.95
1206,1.74
729,25.02
730,16.58
731,13.06
1564,10.28
739,4.55
740,3.57
744,15.18
745,11.18
747,8.58
1635,8.95
749,10.96
751,16.58
752,3.74
756,19.77
1637,9.45
760,15.74
763,7.9
853,4.26
771,11.68
774,1.61
737,18.5
738,16.32
